caseno,typeofclaim,InvoiceVoucherDate,debtwarningdate,mainamount,mainamountbalance,casestate,ageofclaim_months,courtclaim,postacode,debage,paidamount
84574,loan,00:00.0,12/27/2019,390,0,RestReminder,18,0,8626,53,-527.55
84535,loan,00:00.0,12/27/2019,32,0,RestReminder,18,0,8370,NULL,-32
104762,loan,00:00.0,1/21/2020,166,0,RestReminder,17,0,7670,68,-166
83372,loan,00:00.0,12/27/2019,1406,0,RestReminder,18,0,8050,36,-1406
83341,loan,00:00.0,12/27/2019,98,0,RestReminder,18,0,8260,41,-98
83352,loan,00:00.0,12/27/2019,194,0,RestReminder,18,0,8286,64,-194
79041,loan,00:00.0,12/27/2019,238,0,RestReminder,18,0,7224,51,-238
75508,loan,00:00.0,1/7/2020,79,0,RestReminder,18,0,3048,58,-79
91074,loan,00:00.0,12/27/2019,78,0,RestReminder,18,0,9180,NULL,-78
90993,loan,00:00.0,12/27/2019,104,0,RestReminder,18,0,3630,50,-237.11
92324,loan,00:00.0,12/27/2019,377,0,RestReminder,18,0,9475,46,-377
92306,loan,00:00.0,12/27/2019,1300,0,RestReminder,18,0,9440,51,-1300
86932,loan,00:00.0,12/27/2019,197,0,RestReminder,18,0,8445,37,-331.79
100236,loan,00:00.0,1/21/2020,510,0,RestReminder,17,0,7228,30,-510
86803,loan,00:00.0,12/27/2019,42,0,RestReminder,18,0,1721,64,-174.01
86814,loan,00:00.0,12/27/2019,226,0,RestReminder,18,0,9455,39,-226
86791,loan,00:00.0,12/27/2019,168,0,RestReminder,18,0,3359,20,-168
100225,loan,00:00.0,1/21/2020,294,0,RestReminder,17,0,7160,45,-294
77563,loan,00:00.0,12/27/2019,88,0,RestReminder,18,0,1814,29,-88
79155,loan,00:00.0,12/27/2019,140,0,RestReminder,18,0,8613,30,-140
79140,loan,00:00.0,12/27/2019,238,0,RestReminder,18,0,8255,63,-238
79116,loan,00:00.0,12/27/2019,217,0,RestReminder,18,0,8252,35,-352
79119,loan,00:00.0,12/27/2019,522,0,RestReminder,18,0,9715,62,-522
79408,loan,00:00.0,12/27/2019,254,0,RestReminder,18,0,8610,43,-254
79235,loan,00:00.0,12/27/2019,1518,0,RestReminder,18,0,6924,49,-1518
73072,loan,00:00.0,1/1/2020,528,0,RestReminder,19,0,8270,25,-678
73107,loan,00:00.0,1/1/2020,623,0,RestReminder,19,0,9392,47,-767.89
77840,loan,00:00.0,12/27/2019,386,0,RestReminder,18,0,8700,52,-386
78626,loan,00:00.0,12/27/2019,70,0,RestReminder,18,0,8700,56,-393.75
80457,loan,00:00.0,12/27/2019,455.2,0,RestReminder,19,0,7224,35,-595.08
80488,loan,00:00.0,12/27/2019,316.8,0,RestReminder,19,0,7657,50,-316.8
79431,loan,00:00.0,12/27/2019,202,0,RestReminder,18,0,7036,24,-202
82157,loan,00:00.0,12/27/2019,786.4,0,RestReminder,19,0,7021,51,-932.55
80927,loan,00:00.0,12/27/2019,2807,0,RestReminder,19,0,6260,NULL,-2807
81314,loan,00:00.0,12/27/2019,750.4,0,RestReminder,19,0,7078,42,-895.87
81276,loan,00:00.0,12/27/2019,2499.2,0,RestReminder,20,0,7080,NULL,-2746.59
82172,loan,00:00.0,12/27/2019,456,0,RestReminder,19,0,7083,50,-456
70627,loan,00:00.0,11/12/2019,1934.8,0,RestReminder,20,0,1371,NULL,-1934.8
82564,loan,00:00.0,12/27/2019,5196.8,0,RestReminder,20,0,7056,NULL,-5196.8
85543,loan,00:00.0,12/27/2019,2242,0,RestReminder,18,0,8226,38,-2410.06
75195,loan,00:00.0,1/5/2020,623,0,RestReminder,19,0,9020,68,-623
82433,loan,00:00.0,12/27/2019,558,0,RestReminder,19,0,7633,49,-558
82367,loan,00:00.0,12/27/2019,1096,0,RestReminder,19,0,7562,52,-1300
82418,loan,00:00.0,12/27/2019,3253,0,RestReminder,19,0,7717,NULL,-3253
82580,loan,00:00.0,12/27/2019,1524.4,0,RestReminder,19,0,7350,46,-1524.4
82552,loan,00:00.0,12/27/2019,1242.4,0,RestReminder,19,0,7098,75,-1242.4
82423,loan,00:00.0,12/27/2019,1771.64,0,RestReminder,19,0,7550,26,-1771.64
82547,loan,00:00.0,12/27/2019,611.2,0,RestReminder,19,0,7232,73,-611.2
75280,loan,00:00.0,1/6/2020,328,0,RestReminder,19,0,2224,56,-399.16
75277,loan,00:00.0,1/6/2020,328,0,RestReminder,19,0,559,32,-382.81
75278,loan,00:00.0,1/6/2020,528,0,RestReminder,19,0,661,41,-673
95166,loan,00:00.0,1/21/2020,214,0,RestReminder,17,0,8432,32,-214
75224,loan,00:00.0,1/5/2020,623,0,RestReminder,19,0,7014,67,-695.21
70665,loan,00:00.0,11/12/2019,612.8,0,RestReminder,20,0,7054,34,-757.91
71743,loan,00:00.0,10/15/2019,1198.8,0,RestReminder,21,0,7350,31,-1366.27
69819,loan,00:00.0,11/12/2019,1322.4,0,RestReminder,20,0,7510,21,-1483.9
81903,loan,00:00.0,12/27/2019,1104,0,RestReminder,19,0,7240,37,-1104
81958,loan,00:00.0,12/27/2019,803.2,0,RestReminder,19,0,7224,52,-803.2
81937,loan,00:00.0,12/27/2019,2599.2,0,RestReminder,19,0,7072,36,-2599.2
78505,loan,00:00.0,12/27/2019,520,0,RestReminder,18,0,8725,37,-660.44
81974,loan,00:00.0,12/27/2019,132.8,0,RestReminder,19,0,6212,51,-132.8
102340,loan,00:00.0,1/21/2020,2181,0,RestReminder,17,0,7038,58,-2181
78531,loan,00:00.0,12/27/2019,1178,0,RestReminder,18,0,8680,77,-1330.07
101654,loan,00:00.0,1/21/2020,100,0,RestReminder,17,0,7610,53,-100
101649,loan,00:00.0,1/21/2020,3976,0,RestReminder,17,0,7055,47,-3976
99955,loan,00:00.0,1/21/2020,211,0,RestReminder,17,0,6440,38,-211
95994,loan,00:00.0,1/21/2020,112,0,RestReminder,17,0,7670,65,-112
95965,loan,00:00.0,1/21/2020,171,0,RestReminder,17,0,7607,30,-171
96944,loan,00:00.0,1/21/2020,115,0,RestReminder,17,0,7510,30,-115
96375,loan,00:00.0,1/21/2020,509,0,RestReminder,17,0,7500,35,-509
103316,loan,00:00.0,1/21/2020,2023,0,RestReminder,17,0,7048,26,-2023
100065,loan,00:00.0,1/21/2020,335,0,RestReminder,17,0,7504,24,-335
105465,loan,00:00.0,1/3/2020,5028,0,RestReminder,18,0,9518,NULL,-5028
100038,loan,00:00.0,1/21/2020,5148,0,RestReminder,17,0,7081,48,-5148
101882,loan,00:00.0,1/21/2020,164,0,RestReminder,17,0,0,65,-164
105522,loan,00:00.0,12/27/2019,1031.8,0,RestReminder,19,0,7055,42,-1031.8
98180,loan,00:00.0,1/21/2020,239,0,RestReminder,17,0,7629,NULL,-239
100088,loan,00:00.0,1/21/2020,985,0,RestReminder,17,0,7049,43,-985
98148,loan,00:00.0,1/21/2020,587,0,RestReminder,17,0,4270,21,-587
100052,loan,00:00.0,1/21/2020,1467,0,RestReminder,17,0,7025,23,-1467
99160,loan,00:00.0,1/21/2020,3588,0,RestReminder,17,0,7082,41,-3588
100024,loan,00:00.0,1/21/2020,120,0,RestReminder,17,0,8210,NULL,-120
96633,loan,00:00.0,1/21/2020,148,0,RestReminder,17,0,7242,58,-148
101385,loan,00:00.0,1/21/2020,185,0,RestReminder,17,0,6036,26,-185
102248,loan,00:00.0,1/21/2020,459,0,RestReminder,17,0,7071,62,-459
102251,loan,00:00.0,1/21/2020,148,0,RestReminder,17,0,7600,NULL,-148
95055,loan,00:00.0,1/21/2020,4150,0,RestReminder,17,0,7019,NULL,-4150
95008,loan,00:00.0,1/21/2020,166,0,RestReminder,17,0,6638,51,-166
100729,loan,00:00.0,1/21/2020,118,0,RestReminder,17,0,7960,49,-118
100732,loan,00:00.0,1/21/2020,2205,0,RestReminder,17,0,7067,65,-2205
100712,loan,00:00.0,1/21/2020,206,0,RestReminder,17,0,6657,65,-206
101363,loan,00:00.0,1/21/2020,80,0,RestReminder,17,0,2840,40,-80
106004,loan,00:00.0,1/21/2020,729.6,0,RestReminder,17,0,8003,45,-729.6
100894,loan,00:00.0,1/21/2020,342,0,RestReminder,17,0,7047,80,-342
105974,loan,00:00.0,1/21/2020,689.6,0,RestReminder,17,0,8004,NULL,-689.6
109655,loan,00:00.0,2/5/2020,189,0,RestReminder,17,0,4014,999,-259.84
72276,loan,00:00.0,12/27/2019,79,0,RestReminder,18,0,5382,42,-350
109653,loan,00:00.0,2/5/2020,189,0,RestReminder,17,0,183,999,-330.62
112412,loan,00:00.0,1/21/2020,1593.6,0,RestReminder,18,0,6392,50,-1593.6
107788,loan,00:00.0,1/21/2020,504,0,RestReminder,17,0,7160,70,-504
111465,loan,00:00.0,1/21/2020,2282,0,RestReminder,18,0,7976,NULL,-2282
107758,loan,00:00.0,1/21/2020,1428,0,RestReminder,17,0,7160,NULL,-1428
107845,loan,00:00.0,1/21/2020,252,0,RestReminder,17,0,7725,57,-252
107650,loan,00:00.0,1/21/2020,168,0,RestReminder,17,0,7160,65,-168
112361,loan,00:00.0,1/21/2020,1145.6,0,RestReminder,18,0,7224,47,-1145.6
104398,loan,00:00.0,1/21/2020,236,0,RestReminder,17,0,7530,36,-236
104379,loan,00:00.0,1/21/2020,164,0,RestReminder,17,0,3178,55,-164
107621,loan,00:00.0,1/21/2020,588,0,RestReminder,17,0,7043,48,-588
107402,loan,00:00.0,1/21/2020,673.2,0,RestReminder,18,0,9440,47,-673.2
111870,loan,00:00.0,1/21/2020,1014.4,0,RestReminder,18,0,7089,39,-1014.4
111234,loan,00:00.0,1/21/2020,331.6,0,RestReminder,18,0,7089,44,-331.6
111216,loan,00:00.0,1/21/2020,2253.6,0,RestReminder,18,0,7503,50,-2253.6
104327,loan,00:00.0,1/21/2020,350,0,RestReminder,17,0,7082,46,-350
104063,loan,00:00.0,1/21/2020,177,0,RestReminder,17,0,2676,51,-177
104294,loan,00:00.0,1/21/2020,690,0,RestReminder,17,0,7224,54,-690
104362,loan,00:00.0,1/21/2020,58,0,RestReminder,17,0,7350,NULL,-58
113702,loan,00:00.0,2/13/2020,623,0,RestReminder,17,0,1389,999,-768.35
102644,loan,00:00.0,1/21/2020,74,0,RestReminder,17,0,6460,51,-74
102680,loan,00:00.0,1/21/2020,575,0,RestReminder,17,0,7509,40,-575
105129,loan,00:00.0,1/29/2020,398,0,RestReminder,17,0,1405,51,-541.2
102692,loan,00:00.0,1/21/2020,65,0,RestReminder,17,0,3370,55,-131.25
105141,loan,00:00.0,1/29/2020,99,0,RestReminder,17,0,2218,77,-99
108283,loan,00:00.0,1/21/2020,420,0,RestReminder,17,0,7194,26,-420
90469,loan,00:00.0,1/14/2020,623,0,RestReminder,18,0,4342,42,-768.58
106737,loan,00:00.0,1/21/2020,256,0,RestReminder,17,0,7023,73,-256
107144,loan,00:00.0,1/21/2020,722.4,0,RestReminder,18,0,9307,23,-722.4
106751,loan,00:00.0,1/21/2020,3762,0,RestReminder,17,0,7863,NULL,-3762
105793,loan,00:00.0,1/21/2020,455.6,0,RestReminder,17,0,8023,58,-455.6
105838,loan,00:00.0,1/21/2020,724.8,0,RestReminder,17,0,8008,51,-724.8
75232,loan,00:00.0,1/5/2020,623,0,RestReminder,19,0,2607,38,-695.21
75235,loan,00:00.0,1/5/2020,623,0,RestReminder,19,0,7994,41,-767.75
75236,loan,00:00.0,1/5/2020,623,0,RestReminder,19,0,3090,72,-623
105780,loan,00:00.0,1/21/2020,1315.2,0,RestReminder,17,0,8009,40,-1315.2
103228,loan,00:00.0,1/21/2020,204,0,RestReminder,17,0,8207,54,-204
103740,loan,00:00.0,1/21/2020,123,0,RestReminder,17,0,7026,50,-123
103999,loan,00:00.0,1/21/2020,1271,0,RestReminder,17,0,7517,51,-1271
103823,loan,00:00.0,1/21/2020,308,0,RestReminder,17,0,7730,29,-308
103994,loan,00:00.0,1/21/2020,59,0,RestReminder,17,0,2406,30,-59
103935,loan,00:00.0,1/21/2020,296,0,RestReminder,17,0,7653,47,-296
103778,loan,00:00.0,1/21/2020,722,0,RestReminder,17,0,7512,32,-722
107134,loan,00:00.0,1/21/2020,642.4,0,RestReminder,18,0,8642,53,-642.4
106810,loan,00:00.0,1/21/2020,228,0,RestReminder,17,0,7257,79,-228
107177,loan,00:00.0,1/21/2020,401.6,0,RestReminder,18,0,8534,24,-401.6
107160,loan,00:00.0,1/21/2020,462.8,0,RestReminder,18,0,8522,52,-462.8
104143,loan,00:00.0,1/21/2020,126,0,RestReminder,17,0,2500,29,-126
98289,loan,00:00.0,1/21/2020,281,0,RestReminder,17,0,6687,47,-416.39
99009,loan,00:00.0,1/21/2020,82,0,RestReminder,17,0,7194,33,-131.25
99894,loan,00:00.0,1/21/2020,273,0,RestReminder,17,0,7350,36,-273
99762,loan,00:00.0,1/21/2020,158,0,RestReminder,17,0,7200,30,-158
99746,loan,00:00.0,1/21/2020,85,0,RestReminder,17,0,3257,51,-85
102439,loan,00:00.0,1/21/2020,85,0,RestReminder,17,0,7805,36,-85
98970,loan,00:00.0,1/21/2020,625,0,RestReminder,17,0,7520,40,-625
98945,loan,00:00.0,1/21/2020,1103,0,RestReminder,17,0,7310,30,-1103
102152,loan,00:00.0,1/21/2020,59,0,RestReminder,17,0,7168,54,-59
104875,loan,00:00.0,1/21/2020,1322,0,RestReminder,17,0,7212,31,-1322
98876,loan,00:00.0,1/21/2020,170,0,RestReminder,17,0,1407,NULL,-170
98994,loan,00:00.0,1/21/2020,148,0,RestReminder,17,0,9470,38,-148
102950,loan,00:00.0,1/21/2020,815,0,RestReminder,17,0,7374,27,-815
102958,loan,00:00.0,1/21/2020,736,0,RestReminder,17,0,7028,46,-736
102479,loan,00:00.0,1/21/2020,261,0,RestReminder,17,0,7243,36,-261
102852,loan,00:00.0,1/21/2020,567,0,RestReminder,17,0,6515,30,-567
102820,loan,00:00.0,1/21/2020,176,0,RestReminder,17,0,7040,44,-176
102874,loan,00:00.0,1/21/2020,480,0,RestReminder,17,0,7630,37,-480
102936,loan,00:00.0,1/21/2020,104,0,RestReminder,17,0,7387,31,-104
102900,loan,00:00.0,1/21/2020,74,0,RestReminder,17,0,7398,55,-74
103045,loan,00:00.0,1/21/2020,1346,0,RestReminder,17,0,7018,33,-1346
103028,loan,00:00.0,1/21/2020,148,0,RestReminder,17,0,7257,50,-148
105018,loan,00:00.0,1/21/2020,2130,0,RestReminder,17,0,7071,47,-2130
103562,loan,00:00.0,1/21/2020,63,0,RestReminder,17,0,7023,41,-63
95308,loan,00:00.0,1/21/2020,167,0,RestReminder,17,0,7380,30,-167
101833,loan,00:00.0,1/21/2020,834,0,RestReminder,17,0,7045,41,-834
102059,loan,00:00.0,1/21/2020,1205,0,RestReminder,17,0,7030,26,-1205
102083,loan,00:00.0,1/21/2020,736,0,RestReminder,17,0,7506,47,-736
97625,loan,00:00.0,1/21/2020,64,0,RestReminder,17,0,7514,28,-64
95320,loan,00:00.0,1/21/2020,254,0,RestReminder,17,0,7732,50,-254
95271,loan,00:00.0,1/21/2020,233,0,RestReminder,17,0,7530,38,-233
96740,loan,00:00.0,1/21/2020,148,0,RestReminder,17,0,7970,38,-148
108175,loan,00:00.0,1/21/2020,504,0,RestReminder,17,0,7125,50,-504
96985,loan,00:00.0,1/21/2020,4033,0,RestReminder,17,0,7059,52,-4033
98930,loan,00:00.0,1/21/2020,107,0,RestReminder,17,0,101,NULL,-107
101823,loan,00:00.0,1/21/2020,118,0,RestReminder,17,0,8906,60,-118
101513,loan,00:00.0,1/21/2020,180,0,RestReminder,17,0,1363,NULL,-180
100925,loan,00:00.0,1/21/2020,1041,0,RestReminder,17,0,7657,30,-1041
100911,loan,00:00.0,1/21/2020,2568,0,RestReminder,17,0,7224,61,-2568
100899,loan,00:00.0,1/21/2020,197,0,RestReminder,17,0,7332,65,-197
101265,loan,00:00.0,1/21/2020,404,0,RestReminder,17,0,7069,56,-404
110427,loan,00:00.0,1/21/2020,75,0,RestReminder,17,0,3292,75,-75
107223,loan,00:00.0,1/21/2020,647.2,0,RestReminder,18,0,9440,48,-647.2
107559,loan,00:00.0,1/21/2020,1880,0,RestReminder,18,0,8516,NULL,-1880
107240,loan,00:00.0,1/21/2020,1258.4,0,RestReminder,19,0,9414,NULL,-1258.4
107353,loan,00:00.0,1/21/2020,285.6,0,RestReminder,18,0,9440,48,-285.6
107863,loan,00:00.0,1/21/2020,168,0,RestReminder,17,0,7270,49,-168
107982,loan,00:00.0,1/21/2020,168,0,RestReminder,17,0,7114,41,-168
107920,loan,00:00.0,1/21/2020,168,0,RestReminder,17,0,7079,46,-168
101165,loan,00:00.0,1/21/2020,148,0,RestReminder,17,0,8658,37,-148
100595,loan,00:00.0,1/21/2020,148,0,RestReminder,17,0,7730,28,-148
100548,loan,00:00.0,1/21/2020,74,0,RestReminder,17,0,7805,29,-74
100519,loan,00:00.0,1/21/2020,444,0,RestReminder,17,0,7510,21,-444
100522,loan,00:00.0,1/21/2020,660,0,RestReminder,17,0,7052,NULL,-660
108012,loan,00:00.0,1/21/2020,420,0,RestReminder,17,0,7140,54,-420
104550,loan,00:00.0,1/21/2020,625,0,RestReminder,17,0,7035,25,-625
104553,loan,00:00.0,1/21/2020,93,0,RestReminder,17,0,7391,44,-93
100876,loan,00:00.0,1/21/2020,118,0,RestReminder,17,0,7670,47,-166.03
100862,loan,00:00.0,1/21/2020,207,0,RestReminder,17,0,2750,48,-207
101214,loan,00:00.0,1/21/2020,746,0,RestReminder,17,0,7336,41,-746
105164,loan,00:00.0,2/2/2020,676.6,0,RestReminder,17,0,5141,66,-821.88
95394,loan,00:00.0,1/21/2020,572,0,RestReminder,17,0,7320,47,-572
95389,loan,00:00.0,1/21/2020,697,0,RestReminder,17,0,7234,40,-697
97108,loan,00:00.0,1/21/2020,118,0,RestReminder,17,0,6633,46,-118
97076,loan,00:00.0,1/21/2020,239,0,RestReminder,17,0,7717,NULL,-239
97059,loan,00:00.0,1/21/2020,1114,0,RestReminder,17,0,7058,48,-1114
97295,loan,00:00.0,1/21/2020,131,0,RestReminder,17,0,6530,74,-131
96320,loan,00:00.0,1/21/2020,413,0,RestReminder,17,0,7332,61,-413
95788,loan,00:00.0,1/21/2020,200,0,RestReminder,17,0,7043,48,-200
96276,loan,00:00.0,1/21/2020,618,0,RestReminder,17,0,7397,50,-618
112272,loan,00:00.0,1/21/2020,1339,0,RestReminder,18,0,7130,32,-1339
112275,loan,00:00.0,1/21/2020,827.2,0,RestReminder,18,0,4018,29,-827.2
110636,loan,00:00.0,1/21/2020,566,0,RestReminder,18,0,7100,56,-566
105173,loan,00:00.0,2/2/2020,499,0,RestReminder,17,0,575,24,-570.82
108093,loan,00:00.0,1/21/2020,504,0,RestReminder,17,0,3292,75,-504
100385,loan,00:00.0,1/21/2020,185,0,RestReminder,17,0,7242,49,-185
100655,loan,00:00.0,1/21/2020,74,0,RestReminder,17,0,6517,NULL,-271.97
100455,loan,00:00.0,1/21/2020,582,0,RestReminder,17,0,3140,37,-582
97691,loan,00:00.0,1/21/2020,3165,0,RestReminder,17,0,7506,21,-3165
97310,loan,00:00.0,1/21/2020,164,0,RestReminder,17,0,7656,56,-164
97084,loan,00:00.0,1/21/2020,478,0,RestReminder,17,0,7075,NULL,-478
97538,loan,00:00.0,1/21/2020,56,0,RestReminder,17,0,7070,44,-56
97558,loan,00:00.0,1/21/2020,86,0,RestReminder,17,0,7114,57,-172
99622,loan,00:00.0,1/21/2020,280,0,RestReminder,17,0,8906,NULL,-280
99550,loan,00:00.0,1/21/2020,184,0,RestReminder,17,0,1628,52,-318
108404,loan,00:00.0,1/21/2020,84,0,RestReminder,17,0,7670,68,-84
99610,loan,00:00.0,1/21/2020,999,0,RestReminder,17,0,7048,53,-999
103479,loan,00:00.0,1/21/2020,1110,0,RestReminder,17,0,6680,45,-1188
97920,loan,00:00.0,1/21/2020,247,0,RestReminder,17,0,7590,NULL,-247
111003,loan,00:00.0,1/21/2020,471.2,0,RestReminder,18,0,7350,34,-471.2
111795,loan,00:00.0,1/21/2020,531.2,0,RestReminder,18,0,7224,31,-531.2
100691,loan,00:00.0,1/21/2020,1760,0,RestReminder,17,0,7562,33,-1760
105607,loan,00:00.0,1/21/2020,153.6,0,RestReminder,17,0,8001,80,-153.6
106038,loan,00:00.0,1/21/2020,2862.4,0,RestReminder,17,0,8008,21,-2862.4
100781,loan,00:00.0,1/21/2020,107,0,RestReminder,17,0,2090,21,-107
106062,loan,00:00.0,1/21/2020,1326.4,0,RestReminder,17,0,8050,35,-1326.4
105901,loan,00:00.0,1/21/2020,360,0,RestReminder,17,0,8288,NULL,-360
106531,loan,00:00.0,1/21/2020,256,0,RestReminder,17,0,7316,62,-256
106491,loan,00:00.0,1/21/2020,1024,0,RestReminder,17,0,7270,49,-1024
111336,loan,00:00.0,1/21/2020,583.6,0,RestReminder,18,0,7105,33,-583.6
111669,loan,00:00.0,1/21/2020,619.2,0,RestReminder,18,0,7078,28,-619.2
105681,loan,00:00.0,1/21/2020,2321.5,0,RestReminder,17,0,9517,NULL,-2321.5
112005,loan,00:00.0,1/21/2020,990.9,0,RestReminder,18,0,1534,NULL,-990.9
110882,loan,00:00.0,1/21/2020,1587.2,0,RestReminder,18,0,7130,NULL,-1587.2
112703,loan,00:00.0,2/10/2020,279,0,RestReminder,16,0,5007,26,-279
111839,loan,00:00.0,1/21/2020,2574,0,RestReminder,18,0,7105,29,-2574
106280,loan,00:00.0,1/21/2020,640,0,RestReminder,17,0,7242,61,-640
107528,loan,00:00.0,1/21/2020,553.6,0,RestReminder,18,0,8100,59,-553.6
107503,loan,00:00.0,1/21/2020,666,0,RestReminder,18,0,9475,49,-666
107465,loan,00:00.0,1/21/2020,426.4,0,RestReminder,18,0,9912,59,-426.4
107460,loan,00:00.0,1/21/2020,412,0,RestReminder,18,0,9360,NULL,-412
111531,loan,00:00.0,1/21/2020,268.8,0,RestReminder,18,0,7167,42,-268.8
112671,loan,00:00.0,1/21/2020,565.6,0,RestReminder,18,0,7212,56,-565.6
105642,loan,00:00.0,1/21/2020,832,0,RestReminder,17,0,8226,55,-832
108272,loan,00:00.0,1/21/2020,420,0,RestReminder,17,0,7670,57,-420
105632,loan,00:00.0,1/21/2020,537.6,0,RestReminder,17,0,8073,37,-537.6
106974,loan,00:00.0,1/21/2020,678.3,0,RestReminder,18,0,2910,54,-678.3
106657,loan,00:00.0,1/21/2020,256,0,RestReminder,17,0,2560,66,-256
43993,loan,00:00.0,11/12/2019,95,0,RestReminder,19,0,6523,33,-95
44005,loan,00:00.0,11/12/2019,295,0,RestReminder,19,0,1344,35,-295
62062,loan,00:00.0,11/12/2019,1052,0,RestReminder,20,0,9402,69,-1052
44026,loan,00:00.0,11/12/2019,362,0,RestReminder,19,0,7391,64,-497.1
44080,loan,00:00.0,11/12/2019,228,0,RestReminder,19,0,7717,31,-228
43930,loan,00:00.0,11/12/2019,74,0,RestReminder,19,0,1395,35,-74
59676,loan,00:00.0,11/12/2019,256,0,RestReminder,19,0,7690,48,-256
51719,loan,00:00.0,11/12/2019,313,0,RestReminder,19,0,7716,38,-313
60259,loan,00:00.0,11/12/2019,604.8,0,RestReminder,20,0,2208,39,-604.8
59622,loan,00:00.0,11/12/2019,1664,0,RestReminder,19,0,7247,50,-1664
59625,loan,00:00.0,11/12/2019,2048,0,RestReminder,19,0,7263,30,-2204.68
55149,loan,00:00.0,11/12/2019,340,0,RestReminder,19,0,8514,26,-340
51461,loan,00:00.0,11/12/2019,96,0,RestReminder,19,0,6005,26,-228.3
51413,loan,00:00.0,11/12/2019,422,0,RestReminder,19,0,8029,NULL,-422
55179,loan,00:00.0,11/12/2019,593,0,RestReminder,19,0,7512,51,-593
57452,loan,00:00.0,11/12/2019,849,0,RestReminder,19,0,7370,75,-1524.29
57503,loan,00:00.0,11/12/2019,2188,0,RestReminder,19,0,7036,37,-2188
55851,loan,00:00.0,11/12/2019,248,0,RestReminder,19,0,3917,54,-381.95
50238,loan,00:00.0,11/12/2019,354,0,RestReminder,19,0,7227,58,-354
50046,loan,00:00.0,11/12/2019,301,0,RestReminder,19,0,6652,32,-301
49947,loan,00:00.0,11/12/2019,126,0,RestReminder,19,0,7393,65,-126
52514,loan,00:00.0,11/12/2019,1579,0,RestReminder,19,0,7715,54,-1727.46
52822,loan,00:00.0,11/12/2019,74,0,RestReminder,19,0,9307,38,-74
52756,loan,00:00.0,11/12/2019,230,0,RestReminder,19,0,7120,43,-891.73
52765,loan,00:00.0,11/12/2019,5923,0,RestReminder,19,0,7093,34,-5923
52768,loan,00:00.0,11/12/2019,118,0,RestReminder,19,0,7730,29,-118
51731,loan,00:00.0,11/12/2019,386,0,RestReminder,19,0,7387,25,-1051.15
51734,loan,00:00.0,11/12/2019,112,0,RestReminder,19,0,7320,57,-112
51368,loan,00:00.0,11/12/2019,200,0,RestReminder,19,0,2850,32,-200
51191,loan,00:00.0,11/12/2019,353,0,RestReminder,19,0,7213,33,-353
51239,loan,00:00.0,11/12/2019,530,0,RestReminder,19,0,7105,37,-530
51104,loan,00:00.0,11/12/2019,96,0,RestReminder,19,0,3895,64,-228.3
51083,loan,00:00.0,11/12/2019,1064,0,RestReminder,19,0,7045,26,-1064
50325,loan,00:00.0,11/12/2019,260,0,RestReminder,19,0,7092,55,-260
50268,loan,00:00.0,11/12/2019,519,0,RestReminder,19,0,0,59,-519
50310,loan,00:00.0,11/12/2019,1415,0,RestReminder,19,0,7078,42,-1415
55839,loan,00:00.0,11/12/2019,226,0,RestReminder,19,0,7153,27,-623.42
53671,loan,00:00.0,11/12/2019,170,0,RestReminder,19,0,8370,45,-170
55860,loan,00:00.0,11/12/2019,215,0,RestReminder,19,0,7716,36,-215
53923,loan,00:00.0,11/12/2019,751,0,RestReminder,19,0,7288,28,-751
53881,loan,00:00.0,11/12/2019,95,0,RestReminder,19,0,6390,41,-95
53407,loan,00:00.0,11/12/2019,1072,0,RestReminder,19,0,7332,60,-1483.14
53233,loan,00:00.0,11/12/2019,500,0,RestReminder,19,0,7334,56,-500
53134,loan,00:00.0,11/12/2019,1841,0,RestReminder,19,0,7550,43,-1841
55725,loan,00:00.0,11/12/2019,179,0,RestReminder,19,0,2540,41,-312.2
55731,loan,00:00.0,11/12/2019,137,0,RestReminder,19,0,4340,20,-796.69
55752,loan,00:00.0,11/12/2019,93,0,RestReminder,19,0,2550,40,-93
55299,loan,00:00.0,11/12/2019,1869,0,RestReminder,19,0,7350,29,-2566.63
55341,loan,00:00.0,11/12/2019,74,0,RestReminder,19,0,2335,36,-732.31
53203,loan,00:00.0,11/12/2019,370,0,RestReminder,19,0,7760,54,-370
53209,loan,00:00.0,11/12/2019,63,0,RestReminder,19,0,9322,25,-63
53215,loan,00:00.0,11/12/2019,207,0,RestReminder,19,0,6518,49,-207
53227,loan,00:00.0,11/12/2019,854,0,RestReminder,19,0,7021,30,-854
53041,loan,00:00.0,11/12/2019,78,0,RestReminder,19,0,1659,41,-78
55695,loan,00:00.0,11/12/2019,59,0,RestReminder,19,0,2032,57,-59
64967,loan,00:00.0,12/7/2019,79,0,RestReminder,19,0,864,30,-431.55
64968,loan,00:00.0,12/7/2019,79,0,RestReminder,19,0,4347,60,-219.72
52954,loan,00:00.0,11/12/2019,552,0,RestReminder,19,0,7514,57,-552
61816,loan,00:00.0,11/12/2019,1772,0,RestReminder,20,0,8530,43,-1772
61692,loan,00:00.0,11/12/2019,1315.2,0,RestReminder,20,0,8803,55,-1315.2
62161,loan,00:00.0,11/12/2019,267.2,0,RestReminder,20,0,8403,40,-267.2
61181,loan,00:00.0,11/12/2019,168,0,RestReminder,20,0,7046,NULL,-1157.5
61172,loan,00:00.0,11/12/2019,336,0,RestReminder,20,0,7100,41,-336
